pfam_accession	pfam_version	pfam_name	pfam_short_name	pfam_description	theme_id	theme	subcategory_id	subcategory	hmm_name	hmm_file	hmm_length	n_seed_sequences	effn	source
PF01363	PF01363.28	FYVE	FYVE zinc finger		06_cellular	Cellular machinery	06.3_autophagy	Autophagy	FYVE_REV	hmm/per_domain/FYVE_REVISION.hmm	67	6044	5.017569	TIAMMAt mollusc-revised
PF00800	PF00800.24	PDT	Prephenate dehydratase		06_cellular	Cellular machinery	06.3_autophagy	Autophagy	PDT_REV	hmm/per_domain/PDT_REVISION.hmm	179	130	3.431702	TIAMMAt mollusc-revised
PF03416	PF03416.26	Peptidase_C54	Peptidase C54 catalytic domain		06_cellular	Cellular machinery	06.3_autophagy	Autophagy	Peptidase_C54_REV	hmm/per_domain/Peptidase_C54_REVISION.hmm	281	823	2.847523	TIAMMAt mollusc-revised
PF15802	PF15802.12	DCAF17	DDB1- and CUL4-associated factor 17		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	DCAF17_REV	hmm/per_domain/DCAF17_REVISION.hmm	470	328	5.582947	TIAMMAt mollusc-revised
PF16190	PF16190.12	E1_FCCH	Ubiquitin-activating enzyme E1 FCCH domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	E1_FCCH_REV	hmm/per_domain/E1_FCCH_REVISION.hmm	70	545	4.237022	TIAMMAt mollusc-revised
PF00251	PF00251.27	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	Glyco_hydro_32N_REV	hmm/per_domain/Glyco_hydro_32N_REVISION.hmm	306	123	3.171844	TIAMMAt mollusc-revised
PF00632	PF00632.31	HECT	HECT-domain (ubiquitin-transferase)		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	HECT_REV	hmm/per_domain/HECT_REVISION.hmm	306	6458	9.401452	TIAMMAt mollusc-revised
PF00197	PF00197.25	Kunitz_legume	Trypsin and protease inhibitor		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	Kunitz_legume_REV	hmm/per_domain/Kunitz_legume_REVISION.hmm	177	140	2.764282	TIAMMAt mollusc-revised
PF00917	PF00917.33	MATH	MATH domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	MATH_REV	hmm/per_domain/MATH_REVISION.hmm	114	174	6.932281	TIAMMAt mollusc-revised
PF00227	PF00227.32	Proteasome	Proteasome subunit		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	Proteasome_REV	hmm/per_domain/Proteasome_REVISION.hmm	189	6782	9.291022	TIAMMAt mollusc-revised
PF00622	PF00622.37	SPRY	SPRY domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	SPRY_REV	hmm/per_domain/SPRY_REVISION.hmm	120	5810	10.059409	TIAMMAt mollusc-revised
PF17878	PF17878.9	ssDBP	Phage single-stranded DNA-binding protein		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	ssDBP_REV	hmm/per_domain/ssDBP_REVISION.hmm	81	3	0.852539	TIAMMAt mollusc-revised
PF00899	PF00899.28	ThiF	ThiF family		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	ThiF_REV	hmm/per_domain/ThiF_REVISION.hmm	304	2873	11.252795	TIAMMAt mollusc-revised
PF04564	PF04564.22	U-box	U-box domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	U-box_REV	hmm/per_domain/U-box_REVISION.hmm	73	1746	6.264164	TIAMMAt mollusc-revised
PF00443	PF00443.36	UCH	Ubiquitin carboxyl-terminal hydrolase		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	UCH_REV	hmm/per_domain/UCH_REVISION.hmm	309	11737	12.102729	TIAMMAt mollusc-revised
PF00179	PF00179.32	UQ_con	Ubiquitin-conjugating enzyme		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	UQ_con_REV	hmm/per_domain/UQ_con_REVISION.hmm	139	11151	5.915398	TIAMMAt mollusc-revised
PF02148	PF02148.26	zf-UBP	Zn-finger in ubiquitin-hydrolases and other protein		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	zf-UBP_REV	hmm/per_domain/zf-UBP_REVISION.hmm	63	2101	5.822664	TIAMMAt mollusc-revised
PF18279	PF18279.7	zf-WRNIP1_ubi	Werner helicase-interacting protein 1 ubiquitin-binding domain		06_cellular	Cellular machinery	06.4_ubiquitin	Ubiquitin-proteasome	zf-WRNIP1_ubi_REV	hmm/per_domain/zf-WRNIP1_ubi_REVISION.hmm	20	22	16.325439	TIAMMAt mollusc-revised
PF09318	PF09318.16	Glyco_trans_A_1	Glycosyl transferase 1 domain A		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	Glyco_trans_A_1_REV	hmm/per_domain/Glyco_trans_A_1_REVISION.hmm	199	2	0.613281	TIAMMAt mollusc-revised
PF13439	PF13439.13	Glyco_transf_4	Glycosyltransferase Family 4		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	Glyco_transf_4_REV	hmm/per_domain/Glyco_transf_4_REVISION.hmm	171	1250	22.826195	TIAMMAt mollusc-revised
PF04577	PF04577.20	Glyco_transf_61	Glycosyltransferase 61		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	Glyco_transf_61_REV	hmm/per_domain/Glyco_transf_61_REVISION.hmm	180	1055	18.194790	TIAMMAt mollusc-revised
PF00012	PF00012.27	HSP70	Hsp70 protein		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	HSP70_REV	hmm/per_domain/HSP70_REVISION.hmm	610	12580	14.177718	TIAMMAt mollusc-revised
PF10215	PF10215.15	Ost4	Oligosaccaryltransferase		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	Ost4_REV	hmm/per_domain/Ost4_REVISION.hmm	33	73	9.263123	TIAMMAt mollusc-revised
PF23358	PF23358.2	OST48_MD	OST48 middle domain		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	OST48_MD_REV	hmm/per_domain/OST48_MD_REVISION.hmm	138	454	1.499802	TIAMMAt mollusc-revised
PF01399	PF01399.34	PCI	PCI domain		06_cellular	Cellular machinery	06.5_secretion_er	ER secretion glycosylation	PCI_REV	hmm/per_domain/PCI_REVISION.hmm	84	5169	13.955535	TIAMMAt mollusc-revised
PF09085	PF09085.17	Adhes-Ig_like	Adhesion molecule, immunoglobulin-like		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Adhes-Ig_like_REV	hmm/per_domain/Adhes-Ig_like_REVISION.hmm	110	11	0.754639	TIAMMAt mollusc-revised
PF00028	PF00028.24	Cadherin	Cadherin domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Cadherin_REV	hmm/per_domain/Cadherin_REVISION.hmm	92	81353	10.265368	TIAMMAt mollusc-revised
PF01410	PF01410.24	COLFI	Fibrillar collagen C-terminal domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	COLFI_REV	hmm/per_domain/COLFI_REVISION.hmm	225	1391	4.475817	TIAMMAt mollusc-revised
PF01391	PF01391.24	Collagen	Collagen triple helix repeat (20 copies)		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Collagen_REV	hmm/per_domain/Collagen_REVISION.hmm	60	26040	14.369388	TIAMMAt mollusc-revised
PF05737	PF05737.19	Collagen_bind	Collagen binding domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Collagen_bind_REV	hmm/per_domain/Collagen_bind_REVISION.hmm	129	13	2.688232	TIAMMAt mollusc-revised
PF00200	PF00200.29	Disintegrin	Disintegrin		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Disintegrin_REV	hmm/per_domain/Disintegrin_REVISION.hmm	77	1999	2.230482	TIAMMAt mollusc-revised
PF18432	PF18432.8	ECD	Extracellular Cadherin domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	ECD_REV	hmm/per_domain/ECD_REVISION.hmm	110	11	0.614990	TIAMMAt mollusc-revised
PF24973	PF24973.2	EGF_LMN_ATRN	Laminin/attractin EGF domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	EGF_LMN_ATRN_REV	hmm/per_domain/EGF_LMN_ATRN_REVISION.hmm	45	4288	6.637024	TIAMMAt mollusc-revised
PF07174	PF07174.18	FAP	Fibronectin-attachment protein (FAP) domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	FAP_REV	hmm/per_domain/FAP_REVISION.hmm	180	15	0.809326	TIAMMAt mollusc-revised
PF23003	PF23003.3	Fn1_2	Fibronectin type I domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn1_2_REV	hmm/per_domain/Fn1_2_REVISION.hmm	69	317	9.224228	TIAMMAt mollusc-revised
PF25868	PF25868.1	Fn1_3	Fibronectin type I domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn1_3_REV	hmm/per_domain/Fn1_3_REVISION.hmm	45	38	3.919678	TIAMMAt mollusc-revised
PF14310	PF14310.13	Fn3-like	Fibronectin type III-like domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3-like_REV	hmm/per_domain/Fn3-like_REVISION.hmm	70	1335	7.916479	TIAMMAt mollusc-revised
PF16893	PF16893.12	fn3_2	Fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	fn3_2_REV	hmm/per_domain/fn3_2_REVISION.hmm	88	45	1.705627	TIAMMAt mollusc-revised
PF16794	PF16794.12	fn3_4	Fibronectin-III type domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	fn3_4_REV	hmm/per_domain/fn3_4_REVISION.hmm	99	314	1.921295	TIAMMAt mollusc-revised
PF18447	PF18447.8	FN3_7	Fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	FN3_7_REV	hmm/per_domain/FN3_7_REVISION.hmm	97	20	0.952148	TIAMMAt mollusc-revised
PF22986	PF22986.4	Fn3_ELFN	ELFN1/ELFN2, fibronectin type-III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_ELFN_REV	hmm/per_domain/Fn3_ELFN_REVISION.hmm	84	61	1.790833	TIAMMAt mollusc-revised
PF26765	PF26765.1	Fn3_FA	Fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_FA_REV	hmm/per_domain/Fn3_FA_REVISION.hmm	98	42	2.161011	TIAMMAt mollusc-revised
PF24221	PF24221.2	Fn3_nematode	Nematode fibronectin type-III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_nematode_REV	hmm/per_domain/Fn3_nematode_REVISION.hmm	126	31	2.039673	TIAMMAt mollusc-revised
PF26586	PF26586.1	Fn3_R-PTP-O	R-PTP-O-like, fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_R-PTP-O_REV	hmm/per_domain/Fn3_R-PTP-O_REVISION.hmm	89	25	1.089478	TIAMMAt mollusc-revised
PF28033	PF28033.1	Fn3_ROS1	ROS1, fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_ROS1_REV	hmm/per_domain/Fn3_ROS1_REVISION.hmm	112	248	3.666870	TIAMMAt mollusc-revised
PF25832	PF25832.1	Fn3_SaeA_2nd	Fibronectin type III domain SaeA second domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_SaeA_2nd_REV	hmm/per_domain/Fn3_SaeA_2nd_REVISION.hmm	91	52	2.707275	TIAMMAt mollusc-revised
PF25833	PF25833.1	Fn3_SaeA_3rd	Fibronectin type III domain SaeA third domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_SaeA_3rd_REV	hmm/per_domain/Fn3_SaeA_3rd_REVISION.hmm	90	47	3.037903	TIAMMAt mollusc-revised
PF25834	PF25834.1	Fn3_SaeA_4th	Fibronectin type III domain SaeA fourth domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_SaeA_4th_REV	hmm/per_domain/Fn3_SaeA_4th_REVISION.hmm	99	58	2.672729	TIAMMAt mollusc-revised
PF25835	PF25835.1	Fn3_SaeA_5th	Fibronectin type III domain SaeA fifth domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_SaeA_5th_REV	hmm/per_domain/Fn3_SaeA_5th_REVISION.hmm	92	61	2.557800	TIAMMAt mollusc-revised
PF25836	PF25836.1	Fn3_SaeA_6th	Fibronectin type III domain SaeA sixth domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_SaeA_6th_REV	hmm/per_domain/Fn3_SaeA_6th_REVISION.hmm	125	35	1.755981	TIAMMAt mollusc-revised
PF23376	PF23376.2	Fn3_VIN3	VIN3-like, fibronectin type-III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fn3_VIN3_REV	hmm/per_domain/Fn3_VIN3_REVISION.hmm	90	51	2.543152	TIAMMAt mollusc-revised
PF17742	PF17742.7	Fndc10	Fibronectin type III domain-containing protein 10		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Fndc10_REV	hmm/per_domain/Fndc10_REVISION.hmm	157	5	0.708008	TIAMMAt mollusc-revised
PF28127	PF28127.1	FNDC9_C	Fibronectin type III domain-containing protein 9 C-terminal domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	FNDC9_C_REV	hmm/per_domain/FNDC9_C_REVISION.hmm	33	13	3.824463	TIAMMAt mollusc-revised
PF25028	PF25028.2	FnI_RECK	RECK, fibronectin type I module		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	FnI_RECK_REV	hmm/per_domain/FnI_RECK_REVISION.hmm	38	407	12.411339	TIAMMAt mollusc-revised
PF07474	PF07474.18	G2F	G2F domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	G2F_REV	hmm/per_domain/G2F_REVISION.hmm	177	549	2.684853	TIAMMAt mollusc-revised
PF00332	PF00332.25	Glyco_hydro_17	Glycosyl hydrolases family 17		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Glyco_hydro_17_REV	hmm/per_domain/Glyco_hydro_17_REVISION.hmm	309	130	5.153503	TIAMMAt mollusc-revised
PF07679	PF07679.23	I-set	Immunoglobulin I-set domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	I-set_REV	hmm/per_domain/I-set_REVISION.hmm	90	80924	8.802790	TIAMMAt mollusc-revised
PF24528	PF24528.2	Ig_ADGRF3	Adhesion G-protein coupled receptor F3-like, Ig-like domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Ig_ADGRF3_REV	hmm/per_domain/Ig_ADGRF3_REVISION.hmm	90	41	2.359802	TIAMMAt mollusc-revised
PF28570	PF28570.1	IL27RA_FN3_3	IL27RA third fibronectin type-III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	IL27RA_FN3_3_REV	hmm/per_domain/IL27RA_FN3_3_REVISION.hmm	78	60	2.303467	TIAMMAt mollusc-revised
PF24999	PF24999.2	LAMB4	Laminin subunit beta-4-like domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	LAMB4_REV	hmm/per_domain/LAMB4_REVISION.hmm	64	69	9.732605	TIAMMAt mollusc-revised
PF00052	PF00052.25	Laminin_B	Laminin B (Domain IV)		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_B_REV	hmm/per_domain/Laminin_B_REVISION.hmm	137	2275	4.846907	TIAMMAt mollusc-revised
PF00054	PF00054.31	Laminin_G_1	Laminin G domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_G_1_REV	hmm/per_domain/Laminin_G_1_REVISION.hmm	133	3471	8.020623	TIAMMAt mollusc-revised
PF02210	PF02210.32	Laminin_G_2	Laminin G domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_G_2_REV	hmm/per_domain/Laminin_G_2_REVISION.hmm	127	11418	13.026030	TIAMMAt mollusc-revised
PF06008	PF06008.20	Laminin_I	Laminin Domain I		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_I_REV	hmm/per_domain/Laminin_I_REVISION.hmm	256	265	18.903732	TIAMMAt mollusc-revised
PF06009	PF06009.20	Laminin_II	Laminin Domain II		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_II_REV	hmm/per_domain/Laminin_II_REVISION.hmm	135	529	18.424110	TIAMMAt mollusc-revised
PF21199	PF21199.4	LAMININ_IV_B	Laminin IV type B domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	LAMININ_IV_B_REV	hmm/per_domain/LAMININ_IV_B_REVISION.hmm	208	281	3.374435	TIAMMAt mollusc-revised
PF00055	PF00055.24	Laminin_N	Laminin N-terminal (Domain VI)		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Laminin_N_REV	hmm/per_domain/Laminin_N_REVISION.hmm	234	1377	3.747900	TIAMMAt mollusc-revised
PF08423	PF08423.18	Rad51	Rad51		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	Rad51_REV	hmm/per_domain/Rad51_REVISION.hmm	243	1570	5.752506	TIAMMAt mollusc-revised
PF22143	PF22143.4	ScpA_C	C5a peptidase, fibronectin type III domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	ScpA_C_REV	hmm/per_domain/ScpA_C_REVISION.hmm	90	4	0.824219	TIAMMAt mollusc-revised
PF25307	PF25307.2	SEA_Gpr126	SEA domain of adhesion GPCR Gpr126		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	SEA_Gpr126_REV	hmm/per_domain/SEA_Gpr126_REVISION.hmm	114	53	1.413635	TIAMMAt mollusc-revised
PF00093	PF00093.25	VWC	von Willebrand factor type C domain		06_cellular	Cellular machinery	06.6_ecm_adhesion	Extracellular matrix and cell adhesion	VWC_REV	hmm/per_domain/VWC_REVISION.hmm	56	7655	7.639844	TIAMMAt mollusc-revised
PF14779	PF14779.13	BBS1	Ciliary BBSome complex subunit 1		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	BBS1_REV	hmm/per_domain/BBS1_REVISION.hmm	253	292	2.348083	TIAMMAt mollusc-revised
PF08393	PF08393.19	DHC_N2	Dynein heavy chain, N-terminal region 2		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	DHC_N2_REV	hmm/per_domain/DHC_N2_REVISION.hmm	404	4264	7.559563	TIAMMAt mollusc-revised
PF12712	PF12712.15	DUF3805	Domain of unknown function (DUF3805)		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	DUF3805_REV	hmm/per_domain/DUF3805_REVISION.hmm	154	22	0.851318	TIAMMAt mollusc-revised
PF12455	PF12455.14	Dynactin	Dynein associated protein		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	Dynactin_REV	hmm/per_domain/Dynactin_REVISION.hmm	280	450	4.404831	TIAMMAt mollusc-revised
PF18199	PF18199.7	Dynein_C	Dynein heavy chain C-terminal domain		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	Dynein_C_REV	hmm/per_domain/Dynein_C_REVISION.hmm	302	5287	7.474878	TIAMMAt mollusc-revised
PF00225	PF00225.30	Kinesin	Kinesin motor domain		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	Kinesin_REV	hmm/per_domain/Kinesin_REVISION.hmm	325	10027	6.688963	TIAMMAt mollusc-revised
PF04212	PF04212.25	MIT	MIT (microtubule interacting and transport) domain		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	MIT_REV	hmm/per_domain/MIT_REVISION.hmm	65	2013	13.503496	TIAMMAt mollusc-revised
PF16540	PF16540.11	MKLP1_Arf_bdg	Arf6-interacting domain of mitotic kinesin-like protein 1		06_cellular	Cellular machinery	06.7_cilia	Cilia and flagella	MKLP1_Arf_bdg_REV	hmm/per_domain/MKLP1_Arf_bdg_REVISION.hmm	105	207	1.664566	TIAMMAt mollusc-revised
PF12298	PF12298.15	Bot1p	Eukaryotic mitochondrial regulator protein		06_cellular	Cellular machinery	06.8_mitochondria	Mitochondrial biogenesis and OXPHOS	Bot1p_REV	hmm/per_domain/Bot1p_REVISION.hmm	169	22	2.865479	TIAMMAt mollusc-revised
PF09252	PF09252.16	Feld-I_B	Allergen Fel d I-B chain		06_cellular	Cellular machinery	06.8_mitochondria	Mitochondrial biogenesis and OXPHOS	Feld-I_B_REV	hmm/per_domain/Feld-I_B_REVISION.hmm	67	14	1.555176	TIAMMAt mollusc-revised
PF15097	PF15097.12	Ig_J_chain	Immunoglobulin J chain		06_cellular	Cellular machinery	06.8_mitochondria	Mitochondrial biogenesis and OXPHOS	Ig_J_chain_REV	hmm/per_domain/Ig_J_chain_REVISION.hmm	134	16	0.769531	TIAMMAt mollusc-revised
PF14972	PF14972.12	Mito_morph_reg	Mitochondrial morphogenesis regulator		06_cellular	Cellular machinery	06.8_mitochondria	Mitochondrial biogenesis and OXPHOS	Mito_morph_reg_REV	hmm/per_domain/Mito_morph_reg_REVISION.hmm	157	259	2.122238	TIAMMAt mollusc-revised
PF19434	PF19434.5	OPA1_C	Dynamin-like GTPase OPA1 C-terminal		06_cellular	Cellular machinery	06.8_mitochondria	Mitochondrial biogenesis and OXPHOS	OPA1_C_REV	hmm/per_domain/OPA1_C_REVISION.hmm	345	494	1.888229	TIAMMAt mollusc-revised
PF01602	PF01602.27	Adaptin_N	Adaptin N terminal region		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Adaptin_N_REV	hmm/per_domain/Adaptin_N_REVISION.hmm	522	3717	18.372738	TIAMMAt mollusc-revised
PF00107	PF00107.33	ADH_zinc_N	Zinc-binding dehydrogenase		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	ADH_zinc_N_REV	hmm/per_domain/ADH_zinc_N_REVISION.hmm	130	5470	9.726348	TIAMMAt mollusc-revised
PF02296	PF02296.23	Alpha_adaptin_C	Alpha adaptin AP2, C-terminal domain		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Alpha_adaptin_C_REV	hmm/per_domain/Alpha_adaptin_C_REVISION.hmm	115	310	2.663116	TIAMMAt mollusc-revised
PF02752	PF02752.28	Arrestin_C	Arrestin (or S-antigen), C-terminal domain		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Arrestin_C_REV	hmm/per_domain/Arrestin_C_REVISION.hmm	131	3520	8.738098	TIAMMAt mollusc-revised
PF00339	PF00339.35	Arrestin_N	Arrestin (or S-antigen), N-terminal domain		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Arrestin_N_REV	hmm/per_domain/Arrestin_N_REVISION.hmm	146	3310	6.253347	TIAMMAt mollusc-revised
PF01146	PF01146.23	Caveolin	Caveolin		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Caveolin_REV	hmm/per_domain/Caveolin_REVISION.hmm	125	1180	2.219162	TIAMMAt mollusc-revised
PF00637	PF00637.27	Clathrin	Region in Clathrin and VPS		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Clathrin_REV	hmm/per_domain/Clathrin_REVISION.hmm	140	3276	11.400341	TIAMMAt mollusc-revised
PF09268	PF09268.17	Clathrin-link	Clathrin, heavy-chain linker		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Clathrin-link_REV	hmm/per_domain/Clathrin-link_REVISION.hmm	24	346	27.693832	TIAMMAt mollusc-revised
PF01086	PF01086.23	Clathrin_lg_ch	Clathrin light chain		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Clathrin_lg_ch_REV	hmm/per_domain/Clathrin_lg_ch_REVISION.hmm	220	968	5.860199	TIAMMAt mollusc-revised
PF01207	PF01207.24	Dus	Dihydrouridine synthase (Dus)		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Dus_REV	hmm/per_domain/Dus_REVISION.hmm	307	1266	5.635918	TIAMMAt mollusc-revised
PF00350	PF00350.30	Dynamin_N	Dynamin family		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Dynamin_N_REV	hmm/per_domain/Dynamin_N_REVISION.hmm	168	3800	8.846092	TIAMMAt mollusc-revised
PF01098	PF01098.25	FTSW_RODA_SPOVE	Cell cycle protein		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	FTSW_RODA_SPOVE_REV	hmm/per_domain/FTSW_RODA_SPOVE_REVISION.hmm	353	73	5.092712	TIAMMAt mollusc-revised
PF02228	PF02228.22	Gag_p19	Major core protein p19		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Gag_p19_REV	hmm/per_domain/Gag_p19_REVISION.hmm	92	3	0.653320	TIAMMAt mollusc-revised
PF01793	PF01793.23	Glyco_transf_15	Glycolipid 2-alpha-mannosyltransferase		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	Glyco_transf_15_REV	hmm/per_domain/Glyco_transf_15_REVISION.hmm	295	49	5.338440	TIAMMAt mollusc-revised
PF16515	PF16515.12	HIP1_clath_bdg	Clathrin-binding domain of Huntingtin-interacting protein 1		06_cellular	Cellular machinery	06.9_endocytosis	Endocytosis	HIP1_clath_bdg_REV	hmm/per_domain/HIP1_clath_bdg_REVISION.hmm	85	120	14.227295	TIAMMAt mollusc-revised
PF09310	PF09310.15	PD-C2-AF1	POU domain, class 2, associating factor 1		07_stemcells	Stem cells regeneration and development	07.1_pluripotency	Pluripotency factors	PD-C2-AF1_REV	hmm/per_domain/PD-C2-AF1_REVISION.hmm	249	9	0.769043	TIAMMAt mollusc-revised
PF00157	PF00157.24	Pou	Pou domain - N-terminal to homeobox domain		07_stemcells	Stem cells regeneration and development	07.1_pluripotency	Pluripotency factors	Pou_REV	hmm/per_domain/Pou_REVISION.hmm	71	741	3.066959	TIAMMAt mollusc-revised
PF12444	PF12444.14	Sox_N	Sox developmental protein N terminal		07_stemcells	Stem cells regeneration and development	07.1_pluripotency	Pluripotency factors	Sox_N_REV	hmm/per_domain/Sox_N_REVISION.hmm	75	167	3.223495	TIAMMAt mollusc-revised
PF01586	PF01586.22	Basic	Myogenic Basic domain		07_stemcells	Stem cells regeneration and development	07.2_cell_fate	Cell fate and lineage commitment	Basic_REV	hmm/per_domain/Basic_REVISION.hmm	86	115	2.137299	TIAMMAt mollusc-revised
